,hyp,tgt,src,ref,task,model,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas,cosine_similarity,semantic_similarity
5566,"Hello, Ryan.",,"Hello, Ryan.",src,PG,,hello ryan,hello ryan,['hello ryan'],['hello ryan'],"[['hello', 'ryan']]","[['hello', 'ryan']]","['hello', 'ryan']","['hello', 'ryan']",1.0,0.9999998807907104
5567,Twenty-two-six-two.,,22.,src,PG,,twentytwosixtwo,22,['twentytwosixtwo'],['22'],[['twentytwosixtwo']],[['22']],['twentytwosixtwo'],['22'],0.0,0.7272446155548096
5568,Raise shields now.,,Raise shields.,src,PG,,raise shields now,raise shields,['raise shields now'],['raise shields'],"[['raise', 'shields', 'now']]","[['raise', 'shields']]","['raise', 'shield', 'now']","['raise', 'shield']",0.9152857256901656,0.7782584428787231
5569,Don't be so darn surprised.,,Don't be so surprised.,src,PG,,do not be so darn surprised,do not be so surprised,['do not be so darn surprised'],['do not be so surprised'],"[['do', 'not', 'be', 'so', 'darn', 'surprised']]","[['do', 'not', 'be', 'so', 'surprised']]","['do', 'not', 'be', 'so', 'darn', 'surprise']","['do', 'not', 'be', 'so', 'surprise']",0.7756419016246268,0.9833379983901978
5570,What's the e-mail?,,What's the address?,src,PG,,what is the email,what is the address,['what is the email'],['what is the address'],"[['what', 'is', 'the', 'email']]","[['what', 'is', 'the', 'address']]","['what', 'be', 'the', 'email']","['what', 'be', 'the', 'address']",0.32201491324181014,0.6324412822723389
5571,Nobody you've ever known.,,No one you know.,src,PG,,nobody you have ever known,no one you know,['nobody you have ever known'],['no one you know'],"[['nobody', 'you', 'have', 'ever', 'known']]","[['no', 'one', 'you', 'know']]","['nobody', 'you', 'have', 'ever', 'know']","['no', 'one', 'you', 'know']",0.2612006232878476,0.9404757022857666
5572,It'll get smoother.,,It'll get easier.,src,PG,,it will get smoother,it will get easier,['it will get smoother'],['it will get easier'],"[['it', 'will', 'get', 'smoother']]","[['it', 'will', 'get', 'easier']]","['it', 'will', 'get', 'smooth']","['it', 'will', 'get', 'easy']",0.39893730837060887,0.6740275621414185
5573,My babies.,,My children.,src,PG,,my babies,my children,['my babies'],['my children'],"[['my', 'babies']]","[['my', 'children']]","['my', 'baby']","['my', 'child']",0.27739058204801886,0.9514320492744446
5574,When's he gettin 'back on?,,When is he back?,src,PG,,when is he gettin back on,when is he back,['when is he gettin back on'],['when is he back'],"[['when', 'is', 'he', 'gettin', 'back', 'on']]","[['when', 'is', 'he', 'back']]","['when', 'be', 'he', 'gettin', 'back', 'on']","['when', 'be', 'he', 'back']",0.7162108111853542,0.9373191595077515
5575,He's a god.,,He's God.,src,PG,,he is a god,he is god,['he is a god'],['he is god'],"[['he', 'is', 'a', 'god']]","[['he', 'is', 'god']]","['he', 'be', 'a', 'god']","['he', 'be', 'god']",1.0,0.9811338782310486
5576,"Hey, Grub.",,Grub.,src,PG,,hey grub,grub,['hey grub'],['grub'],"[['hey', 'grub']]",[['grub']],"['hey', 'grub']",['grub'],0.8814837228599482,0.8131277561187744
5577,Somebody's here.,,Someone's here.,src,PG,,somebody is here,someone is here,['somebody is here'],['someone is here'],"[['somebody', 'is', 'here']]","[['someone', 'is', 'here']]","['somebody', 'be', 'here']","['someone', 'be', 'here']",0.3394334760655061,0.9939233064651489
5578,"God, forgive me- -",,God forgive me.,src,PG,,god forgive me ,god forgive me,['god forgive me'],['god forgive me'],"[['god', 'forgive', 'me']]","[['god', 'forgive', 'me']]","['god', 'forgive', 'I']","['god', 'forgive', 'I']",1.0000000000000002,1.0000001192092896
5579,Six months tops.,,6 months.,src,PG,,six months tops,6 months,['six months tops'],['6 months'],"[['six', 'months', 'tops']]","[['6', 'months']]","['six', 'month', 'top']","['6', 'month']",0.5773502691896257,0.826943039894104
5580,Amanda clark no longer exists.,,Amanda Clark no longer exists.,src,PG,,amanda clark no longer exists,amanda clark no longer exists,['amanda clark no longer exists'],['amanda clark no longer exists'],"[['amanda', 'clark', 'no', 'longer', 'exists']]","[['amanda', 'clark', 'no', 'longer', 'exists']]","['amanda', 'clark', 'no', 'long', 'exist']","['amanda', 'clark', 'no', 'long', 'exist']",1.0,1.000000238418579
5581,lt's my whole life.,,It's my life.,src,PG,,lts my whole life,it is my life,['lts my whole life'],['it is my life'],"[['lts', 'my', 'whole', 'life']]","[['it', 'is', 'my', 'life']]","['lt', 'my', 'whole', 'life']","['it', 'be', 'my', 'life']",0.5359924288791105,0.7789256572723389
5582,You didn't do anything.,,You did nothing wrong.,src,PG,,you did not do anything,you did nothing wrong,['you did not do anything'],['you did nothing wrong'],"[['you', 'did', 'not', 'do', 'anything']]","[['you', 'did', 'nothing', 'wrong']]","['you', 'do', 'not', 'do', 'anything']","['you', 'do', 'nothing', 'wrong']",0.2706976120177689,0.7914180159568787
5583,It was worth a shot-by.,,It was worth a shot.,src,PG,,it was worth a shotby,it was worth a shot,['it was worth a shotby'],['it was worth a shot'],"[['it', 'was', 'worth', 'a', 'shotby']]","[['it', 'was', 'worth', 'a', 'shot']]","['it', 'be', 'worth', 'a', 'shotby']","['it', 'be', 'worth', 'a', 'shot']",0.4746893040183266,0.9292477369308472
5584,Four o'clock p. m.,,4: 00.,src,PG,,four of the clock p m,4 00,['four of the clock p m'],['4 00'],"[['four', 'of', 'the', 'clock', 'p', 'm']]","[['4', '00']]","['four', 'of', 'the', 'clock', 'p', 'million']","['4', '00']",0.0,0.5043362379074097
5585,- Looking for me?,,Looking for me?,src,PG,, looking for me,looking for me,[' looking for me'],['looking for me'],"[['looking', 'for', 'me']]","[['looking', 'for', 'me']]","['look', 'for', 'I']","['look', 'for', 'I']",1.0,0.9999999403953552
5586,Everything's perfection.,,Everything's perfect.,src,PG,,everythings perfection,everythings perfect,['everythings perfection'],['everythings perfect'],"[['everythings', 'perfection']]","[['everythings', 'perfect']]","['everythings', 'perfection']","['everythings', 'perfect']",0.4531399334560795,0.9657840132713318
5587,"Hey, paul.",,"Hey, Paul.",src,PG,,hey paul,hey paul,['hey paul'],['hey paul'],"[['hey', 'paul']]","[['hey', 'paul']]","['hey', 'paul']","['hey', 'paul']",1.0,0.9999999403953552
5588,You ain't goin '.,,You're not going to die.,src,PG,,you are not goin ,you are not going to die,['you are not goin'],['you are not going to die'],"[['you', 'are', 'not', 'goin']]","[['you', 'are', 'not', 'going', 'to', 'die']]","['you', 'be', 'not', 'goin']","['you', 'be', 'not', 'go', 'to', 'die']",0.298952967166535,0.6945414543151855
5589,F.B.I,,FBI?,src,PG,,fbi,fbi,['fbi'],['fbi'],[['fbi']],[['fbi']],['fbi'],['fbi'],1.0,1.0
5590,You want to take a seat?,,Wanna sit?,src,PG,,you want to take a seat,want to sit,['you want to take a seat'],['want to sit'],"[['you', 'want', 'to', 'take', 'a', 'seat']]","[['want', 'to', 'sit']]","['you', 'want', 'to', 'take', 'a', 'seat']","['want', 'to', 'sit']",0.27258505991085186,0.8024531006813049
5591, ⁇ ?,,Any witnesses?,src,PG,,  ,any witnesses,[],['any witnesses'],[],"[['any', 'witnesses']]",[],"['any', 'witness']",0.0,0.37648725509643555
5592,Packing.,,I'm packing.,src,PG,,packing,i am packing,['packing'],['i am packing'],[['packing']],"[['i', 'am', 'packing']]",['pack'],"['I', 'be', 'pack']",0.9796653254819974,0.6282353401184082
5593,I volunteered.,,I'm volunteering.,src,PG,,i volunteered,i am volunteering,['i volunteered'],['i am volunteering'],"[['i', 'volunteered']]","[['i', 'am', 'volunteering']]","['I', 'volunteer']","['I', 'be', 'volunteering']",0.0,0.9600870609283447
5594,I-I-I just want to say I'm so sorry.,,I just want to say I'm sorry.,src,PG,,iii just want to say i am so sorry,i just want to say i am sorry,['iii just want to say i am so sorry'],['i just want to say i am sorry'],"[['iii', 'just', 'want', 'to', 'say', 'i', 'am', 'so', 'sorry']]","[['i', 'just', 'want', 'to', 'say', 'i', 'am', 'sorry']]","['iii', 'just', 'want', 'to', 'say', 'I', 'be', 'so', 'sorry']","['I', 'just', 'want', 'to', 'say', 'I', 'be', 'sorry']",0.823421220923758,0.8235797882080078
5595,Half-hour.,,Half an hour.,src,PG,,halfhour,half an hour,['halfhour'],['half an hour'],[['halfhour']],"[['half', 'an', 'hour']]",['halfhour'],"['half', 'a', 'hour']",0.0,0.8363540768623352
5596,You untied me.,,You released me.,src,PG,,you untied me,you released me,['you untied me'],['you released me'],"[['you', 'untied', 'me']]","[['you', 'released', 'me']]","['you', 'untied', 'I']","['you', 'release', 'I']",0.2604595983860123,0.7632665634155273
5597,She ain't from here.,,She's not from here.,src,PG,,she are not from here,she is not from here,['she are not from here'],['she is not from here'],"[['she', 'are', 'not', 'from', 'here']]","[['she', 'is', 'not', 'from', 'here']]","['she', 'be', 'not', 'from', 'here']","['she', 'be', 'not', 'from', 'here']",1.0000000000000004,0.9999998807907104
5598,"I'm not a squealer, I'm a squeal.",,I'm not a squealer.,src,PG,,i am not a squealer i am a squeal,i am not a squealer,['i am not a squealer i am a squeal'],['i am not a squealer'],"[['i', 'am', 'not', 'a', 'squealer', 'i', 'am', 'a', 'squeal']]","[['i', 'am', 'not', 'a', 'squealer']]","['I', 'be', 'not', 'a', 'squealer', 'I', 'be', 'a', 'squeal']","['I', 'be', 'not', 'a', 'squealer']",0.7379736643255566,0.9446918368339539
5599,Y'all's married.,,You're married.,src,PG,,you alls married,you are married,['you alls married'],['you are married'],"[['you', 'alls', 'married']]","[['you', 'are', 'married']]","['you', 'all', 'marry']","['you', 'be', 'marry']",0.8121087788853091,0.8300780057907104
5600,That's not my problem- -,,That is not my problem.,src,PG,,that is not my problem ,that is not my problem,['that is not my problem'],['that is not my problem'],"[['that', 'is', 'not', 'my', 'problem']]","[['that', 'is', 'not', 'my', 'problem']]","['that', 'be', 'not', 'my', 'problem']","['that', 'be', 'not', 'my', 'problem']",1.0,1.0
5601,You've been saving me.,,You've saved me.,src,PG,,you have been saving me,you have saved me,['you have been saving me'],['you have saved me'],"[['you', 'have', 'been', 'saving', 'me']]","[['you', 'have', 'saved', 'me']]","['you', 'have', 'be', 'save', 'I']","['you', 'have', 'save', 'I']",0.9771957001457596,0.966870129108429
5602,"So, what's he been doing now?",,What's he done now?,src,PG,,so what is he been doing now,what is he done now,['so what is he been doing now'],['what is he done now'],"[['so', 'what', 'is', 'he', 'been', 'doing', 'now']]","[['what', 'is', 'he', 'done', 'now']]","['so', 'what', 'be', 'he', 'be', 'do', 'now']","['what', 'be', 'he', 'do', 'now']",0.8486307902050025,0.9212337732315063
5603,"Full speed ahead, ⁇ .",,Full speed ahead.,src,PG,,full speed ahead  ,full speed ahead,['full speed ahead'],['full speed ahead'],"[['full', 'speed', 'ahead']]","[['full', 'speed', 'ahead']]","['full', 'speed', 'ahead']","['full', 'speed', 'ahead']",1.0,0.9999998807907104
5604,I slew on the couch.,,I slept on the couch.,src,PG,,i slew on the couch,i slept on the couch,['i slew on the couch'],['i slept on the couch'],"[['i', 'slew', 'on', 'the', 'couch']]","[['i', 'slept', 'on', 'the', 'couch']]","['I', 'slew', 'on', 'the', 'couch']","['I', 'sleep', 'on', 'the', 'couch']",0.6519970725849256,0.8910003900527954
5605,So it is correct.,,"So, it is true.",src,PG,,so it is correct,so it is true,['so it is correct'],['so it is true'],"[['so', 'it', 'is', 'correct']]","[['so', 'it', 'is', 'true']]","['so', 'it', 'be', 'correct']","['so', 'it', 'be', 'true']",0.35451420866229305,0.7644953727722168
5606,You're a life-saver now.,,You're a lifesaver.,src,PG,,you are a lifesaver now,you are a lifesaver,['you are a lifesaver now'],['you are a lifesaver'],"[['you', 'are', 'a', 'lifesaver', 'now']]","[['you', 'are', 'a', 'lifesaver']]","['you', 'be', 'a', 'lifesaver', 'now']","['you', 'be', 'a', 'lifesaver']",0.8714875598939583,0.8398014307022095
5607,Naked.,,Naked.,src,PG,,naked,naked,['naked'],['naked'],[['naked']],[['naked']],['naked'],['naked'],1.0,1.0000001192092896
5608,You're paranoid.,,You're jealous.,src,PG,,you are paranoid,you are jealous,['you are paranoid'],['you are jealous'],"[['you', 'are', 'paranoid']]","[['you', 'are', 'jealous']]","['you', 'be', 'paranoid']","['you', 'be', 'jealous']",0.11696802227810478,0.726795494556427
5609,I've got an asthma.,,I've got asthma.,src,PG,,i have got an asthma,i have got asthma,['i have got an asthma'],['i have got asthma'],"[['i', 'have', 'got', 'an', 'asthma']]","[['i', 'have', 'got', 'asthma']]","['I', 'have', 'get', 'a', 'asthma']","['I', 'have', 'get', 'asthma']",1.0,0.9909735918045044
5610,He ain't answerin 'his phone.,,He's not answering his phone.,src,PG,,he are not answerin his phone,he is not answering his phone,['he are not answerin his phone'],['he is not answering his phone'],"[['he', 'are', 'not', 'answerin', 'his', 'phone']]","[['he', 'is', 'not', 'answering', 'his', 'phone']]","['he', 'be', 'not', 'answerin', 'his', 'phone']","['he', 'be', 'not', 'answer', 'his', 'phone']",0.6454375221949891,0.9976206421852112
5611,Aren't you going to say anything?,,Aren't you going to say anything?,src,PG,,are not you going to say anything,are not you going to say anything,['are not you going to say anything'],['are not you going to say anything'],"[['are', 'not', 'you', 'going', 'to', 'say', 'anything']]","[['are', 'not', 'you', 'going', 'to', 'say', 'anything']]","['be', 'not', 'you', 'go', 'to', 'say', 'anything']","['be', 'not', 'you', 'go', 'to', 'say', 'anything']",1.0000000000000002,1.0000001192092896
5612,♪ Free country ♪ ♪,,Free country.,src,PG,, free country  ,free country,[' free country'],['free country'],"[['free', 'country']]","[['free', 'country']]","['free', 'country']","['free', 'country']",1.0000000000000002,1.0
5613,"Hey, kate.",,"Hey, Kate.",src,PG,,hey kate,hey kate,['hey kate'],['hey kate'],"[['hey', 'kate']]","[['hey', 'kate']]","['hey', 'kate']","['hey', 'kate']",1.0000000000000002,0.9999998807907104
5614,I've got nowhere else to go.,,I have no place to go.,src,PG,,i have got nowhere else to go,i have no place to go,['i have got nowhere else to go'],['i have no place to go'],"[['i', 'have', 'got', 'nowhere', 'else', 'to', 'go']]","[['i', 'have', 'no', 'place', 'to', 'go']]","['I', 'have', 'get', 'nowhere', 'else', 'to', 'go']","['I', 'have', 'no', 'place', 'to', 'go']",0.2643384511210366,0.8090094327926636
5615,The flashlight.,,"Oh, the light.",src,PG,,the flashlight,oh the light,['the flashlight'],['oh the light'],"[['the', 'flashlight']]","[['oh', 'the', 'light']]","['the', 'flashlight']","['oh', 'the', 'light']",0.12839690610270033,0.761947751045227
5616,Wha  s it open?,,What's it open?,src,PG,,wha  s it open,what is it open,['wha  s it open'],['what is it open'],"[['wha', 's', 'it', 'open']]","[['what', 'is', 'it', 'open']]","['wha', 'be', 'it', 'open']","['what', 'be', 'it', 'open']",0.6291510739467023,0.8003072142601013
5617,"Hello, jim.",,"Hello, Jim.",src,PG,,hello jim,hello jim,['hello jim'],['hello jim'],"[['hello', 'jim']]","[['hello', 'jim']]","['hello', 'jim']","['hello', 'jim']",1.0000000000000002,0.9999997615814209
5618,I'd rather dyin '.,,I'd rather die.,src,PG,,i would rather dyin ,i would rather die,['i would rather dyin'],['i would rather die'],"[['i', 'would', 'rather', 'dyin']]","[['i', 'would', 'rather', 'die']]","['I', 'would', 'rather', 'dyin']","['I', 'would', 'rather', 'die']",0.6456700352923456,0.7117728590965271
5619,Five-Os.,,Five-0.,src,PG,,fiveos,five0,['fiveos'],['five0'],[['fiveos']],[['five0']],['fiveos'],['five0'],0.0,0.8940605521202087
5620,We've to try.,,We got to try.,src,PG,,we have to try,we got to try,['we have to try'],['we got to try'],"[['we', 'have', 'to', 'try']]","[['we', 'got', 'to', 'try']]","['we', 'have', 'to', 'try']","['we', 'get', 'to', 'try']",0.8394560692082131,0.8937838673591614
5621,"That's what I'd like to know, isn't it?",,That's what I want to know.,src,PG,,that is what i would like to know is not it,that is what i want to know,['that is what i would like to know is not it'],['that is what i want to know'],"[['that', 'is', 'what', 'i', 'would', 'like', 'to', 'know', 'is', 'not', 'it']]","[['that', 'is', 'what', 'i', 'want', 'to', 'know']]","['that', 'be', 'what', 'I', 'would', 'like', 'to', 'know', 'be', 'not', 'it']","['that', 'be', 'what', 'I', 'want', 'to', 'know']",0.6055974888554269,0.815403163433075
5622,That's all that counts.,,That is all that matters.,src,PG,,that is all that counts,that is all that matters,['that is all that counts'],['that is all that matters'],"[['that', 'is', 'all', 'that', 'counts']]","[['that', 'is', 'all', 'that', 'matters']]","['that', 'be', 'all', 'that', 'count']","['that', 'be', 'all', 'that', 'matter']",0.616804345146901,0.7920136451721191
5623,You've gotta feed.,,You have to eat.,src,PG,,you have got to feed,you have to eat,['you have got to feed'],['you have to eat'],"[['you', 'have', 'got', 'to', 'feed']]","[['you', 'have', 'to', 'eat']]","['you', 'have', 'get', 'to', 'feed']","['you', 'have', 'to', 'eat']",0.28222747702379347,0.8459551930427551
5624,"You're very, very handsome. """,,You're very handsome.,src,PG,,you are very very handsome ,you are very handsome,['you are very very handsome'],['you are very handsome'],"[['you', 'are', 'very', 'very', 'handsome']]","[['you', 'are', 'very', 'handsome']]","['you', 'be', 'very', 'very', 'handsome']","['you', 'be', 'very', 'handsome']",0.9429364317386223,0.9871463179588318
5625,And I awoke up.,,And I woke up.,src,PG,,and i awoke up,and i woke up,['and i awoke up'],['and i woke up'],"[['and', 'i', 'awoke', 'up']]","[['and', 'i', 'woke', 'up']]","['and', 'I', 'awoke', 'up']","['and', 'I', 'wake', 'up']",0.45163032311119955,0.8747752904891968
5626,Wanna help me out?,,Wanna help?,src,PG,,want to help me out,want to help,['want to help me out'],['want to help'],"[['want', 'to', 'help', 'me', 'out']]","[['want', 'to', 'help']]","['want', 'to', 'help', 'I', 'out']","['want', 'to', 'help']",0.8224795397596132,0.9383916854858398
5627,Don't open that doorway.,,Don't open that door.,src,PG,,do not open that doorway,do not open that door,['do not open that doorway'],['do not open that door'],"[['do', 'not', 'open', 'that', 'doorway']]","[['do', 'not', 'open', 'that', 'door']]","['do', 'not', 'open', 'that', 'doorway']","['do', 'not', 'open', 'that', 'door']",0.6081289109181036,0.986440896987915
5628,Poor old bloke.,,Poor man.,src,PG,,poor old bloke,poor man,['poor old bloke'],['poor man'],"[['poor', 'old', 'bloke']]","[['poor', 'man']]","['poor', 'old', 'bloke']","['poor', 'man']",0.51173293950013,0.7263939380645752
5629,No-one is going anywhere.,,No one is going anywhere.,src,PG,,noone is going anywhere,no one is going anywhere,['noone is going anywhere'],['no one is going anywhere'],"[['noone', 'is', 'going', 'anywhere']]","[['no', 'one', 'is', 'going', 'anywhere']]","['no-one', 'be', 'go', 'anywhere']","['no', 'one', 'be', 'go', 'anywhere']",1.0,0.9643138647079468
5630,It's not natural-born-like.,,It's not natural.,src,PG,,it is not naturalbornlike,it is not natural,['it is not naturalbornlike'],['it is not natural'],"[['it', 'is', 'not', 'naturalbornlike']]","[['it', 'is', 'not', 'natural']]","['it', 'be', 'not', 'naturalbornlike']","['it', 'be', 'not', 'natural']",0.22602664183534382,0.8631116151809692
5631,"No breathing, no breathing, no.",,Not breathing.,src,PG,,no breathing no breathing no,not breathing,['no breathing no breathing no'],['not breathing'],"[['no', 'breathing', 'no', 'breathing', 'no']]","[['not', 'breathing']]","['no', 'breathing', 'no', 'breathing', 'no']","['not', 'breathing']",0.6806691303302789,0.9142270684242249
5632,"- Yes, Your Honour?",,"Uh, yes, Your Honor?",src,PG,, yes your honour,uh yes your honor,[' yes your honour'],['uh yes your honor'],"[['yes', 'your', 'honour']]","[['uh', 'yes', 'your', 'honor']]","['yes', 'your', 'honour']","['uh', 'yes', 'your', 'honor']",0.4002475260292544,0.9324289560317993
5633,Happen enough.,,It happens enough.,src,PG,,happen enough,it happens enough,['happen enough'],['it happens enough'],"[['happen', 'enough']]","[['it', 'happens', 'enough']]","['happen', 'enough']","['it', 'happen', 'enough']",0.9456136940874397,0.9427881240844727
5634,"$400, $400.",,$400.,src,PG,,400 400,400,['400 400'],['400'],"[['400', '400']]",[['400']],"['400', '400']",['400'],1.0,0.9443497061729431
5635,I'm glad to see you're home.,,Glad you're home.,src,PG,,i am glad to see you are home,glad you are home,['i am glad to see you are home'],['glad you are home'],"[['i', 'am', 'glad', 'to', 'see', 'you', 'are', 'home']]","[['glad', 'you', 'are', 'home']]","['I', 'be', 'glad', 'to', 'see', 'you', 'be', 'home']","['glad', 'you', 'be', 'home']",0.8669486361706138,0.9141359925270081
5636,There ain't nothing else to say.,,There's nothing else to say.,src,PG,,there are not nothing else to say,there is nothing else to say,['there are not nothing else to say'],['there is nothing else to say'],"[['there', 'are', 'not', 'nothing', 'else', 'to', 'say']]","[['there', 'is', 'nothing', 'else', 'to', 'say']]","['there', 'be', 'not', 'nothing', 'else', 'to', 'say']","['there', 'be', 'nothing', 'else', 'to', 'say']",0.9687910064906653,0.9935770630836487
5637,I have cash.,,I have money.,src,PG,,i have cash,i have money,['i have cash'],['i have money'],"[['i', 'have', 'cash']]","[['i', 'have', 'money']]","['I', 'have', 'cash']","['I', 'have', 'money']",0.19199115540816208,0.906770646572113
5638,I am now pronounceing you husband and wife.,,I now pronounce you husband and wife.,src,PG,,i am now pronounceing you husband and wife,i now pronounce you husband and wife,['i am now pronounceing you husband and wife'],['i now pronounce you husband and wife'],"[['i', 'am', 'now', 'pronounceing', 'you', 'husband', 'and', 'wife']]","[['i', 'now', 'pronounce', 'you', 'husband', 'and', 'wife']]","['I', 'be', 'now', 'pronounceing', 'you', 'husband', 'and', 'wife']","['I', 'now', 'pronounce', 'you', 'husband', 'and', 'wife']",0.663806432541427,0.9879904389381409
5639,Can you hear a thing?,,Can you hear anything?,src,PG,,can you hear a thing,can you hear anything,['can you hear a thing'],['can you hear anything'],"[['can', 'you', 'hear', 'a', 'thing']]","[['can', 'you', 'hear', 'anything']]","['can', 'you', 'hear', 'a', 'thing']","['can', 'you', 'hear', 'anything']",0.6304181288711384,0.9470236301422119
5640,They're closing in on the perimeter.,,They're closing in.,src,PG,,they are closing in on the perimeter,they are closing in,['they are closing in on the perimeter'],['they are closing in'],"[['they', 'are', 'closing', 'in', 'on', 'the', 'perimeter']]","[['they', 'are', 'closing', 'in']]","['they', 'be', 'close', 'in', 'on', 'the', 'perimeter']","['they', 'be', 'close', 'in']",0.6587639798809454,0.8183642625808716
5641,You're working?,,Are you working?,src,PG,,you are working,are you working,['you are working'],['are you working'],"[['you', 'are', 'working']]","[['are', 'you', 'working']]","['you', 'be', 'work']","['be', 'you', 'work']",1.0,0.9644567370414734
5642,Quit shoving.,,Quit shoving.,src,PG,,quit shoving,quit shoving,['quit shoving'],['quit shoving'],"[['quit', 'shoving']]","[['quit', 'shoving']]","['quit', 'shove']","['quit', 'shove']",1.0,1.0000001192092896
5643,Am I dead now?,,Am I dead?,src,PG,,am i dead now,am i dead,['am i dead now'],['am i dead'],"[['am', 'i', 'dead', 'now']]","[['am', 'i', 'dead']]","['be', 'I', 'dead', 'now']","['be', 'I', 'dead']",0.7705348107493833,0.8757053017616272
5644,Do you believe in karmas?,,Do you believe in karma?,src,PG,,do you believe in karmas,do you believe in karma,['do you believe in karmas'],['do you believe in karma'],"[['do', 'you', 'believe', 'in', 'karmas']]","[['do', 'you', 'believe', 'in', 'karma']]","['do', 'you', 'believe', 'in', 'karmas']","['do', 'you', 'believe', 'in', 'karma']",0.693957717946642,0.9423767924308777
5645,We can't stay here.,,We can't stay here.,src,PG,,we cannot stay here,we cannot stay here,['we cannot stay here'],['we cannot stay here'],"[['we', 'can', 'not', 'stay', 'here']]","[['we', 'can', 'not', 'stay', 'here']]","['we', 'can', 'not', 'stay', 'here']","['we', 'can', 'not', 'stay', 'here']",1.0,1.0000001192092896
5646,"Doesn't count, hon.",,Doesn't count.,src,PG,,does not count hon,does not count,['does not count hon'],['does not count'],"[['does', 'not', 'count', 'hon']]","[['does', 'not', 'count']]","['do', 'not', 'count', 'hon']","['do', 'not', 'count']",0.7538374501729355,0.9249660968780518
5647,Let's go with them.,,Go with them.,src,PG,,let us go with them,go with them,['let us go with them'],['go with them'],"[['let', 'us', 'go', 'with', 'them']]","[['go', 'with', 'them']]","['let', 'we', 'go', 'with', 'they']","['go', 'with', 'they']",0.750475023660444,0.7633200883865356
5648,"Join me, the two of you.",,"The two of you, follow me.",src,PG,,join me the two of you,the two of you follow me,['join me the two of you'],['the two of you follow me'],"[['join', 'me', 'the', 'two', 'of', 'you']]","[['the', 'two', 'of', 'you', 'follow', 'me']]","['join', 'I', 'the', 'two', 'of', 'you']","['the', 'two', 'of', 'you', 'follow', 'I']",0.5341835976703722,0.7543091773986816
5649,I'll see my way out.,,I'll see myself out.,src,PG,,i will see my way out,i will see myself out,['i will see my way out'],['i will see myself out'],"[['i', 'will', 'see', 'my', 'way', 'out']]","[['i', 'will', 'see', 'myself', 'out']]","['I', 'will', 'see', 'my', 'way', 'out']","['I', 'will', 'see', 'myself', 'out']",0.5609064294027575,0.8422664403915405
5650,Guns- -?,,Guns?,src,PG,,guns ,guns,['guns'],['guns'],[['guns']],[['guns']],['gun'],['gun'],1.0,0.9999998807907104
5651,"Thanks, benny.",,"Thank you, Benny.",src,PG,,thanks benny,thank you benny,['thanks benny'],['thank you benny'],"[['thanks', 'benny']]","[['thank', 'you', 'benny']]","['thanks', 'benny']","['thank', 'you', 'benny']",0.7391647036247025,0.9829162359237671
5652,A harlot.,,A hooker.,src,PG,,a harlot,a hooker,['a harlot'],['a hooker'],"[['a', 'harlot']]","[['a', 'hooker']]","['a', 'harlot']","['a', 'hooker']",0.0,0.737311065196991
5653,"Couple of hours, man.",,A few hours.,src,PG,,couple of hours man,a few hours,['couple of hours man'],['a few hours'],"[['couple', 'of', 'hours', 'man']]","[['a', 'few', 'hours']]","['couple', 'of', 'hour', 'man']","['a', 'few', 'hour']",0.38092802521939845,0.8112120628356934
5654,You're so funny.,,You're so funny.,src,PG,,you are so funny,you are so funny,['you are so funny'],['you are so funny'],"[['you', 'are', 'so', 'funny']]","[['you', 'are', 'so', 'funny']]","['you', 'be', 'so', 'funny']","['you', 'be', 'so', 'funny']",1.0000000000000002,1.0
5655,Adolph Hitler.,,Adolf Hitler.,src,PG,,adolph hitler,adolf hitler,['adolph hitler'],['adolf hitler'],"[['adolph', 'hitler']]","[['adolf', 'hitler']]","['adolph', 'hitler']","['adolf', 'hitler']",0.7071067811865476,0.9150711297988892
5656,It's a babe.,,It's a child.,src,PG,,it is a babe,it is a child,['it is a babe'],['it is a child'],"[['it', 'is', 'a', 'babe']]","[['it', 'is', 'a', 'child']]","['it', 'be', 'a', 'babe']","['it', 'be', 'a', 'child']",0.21441737182252418,0.8156982064247131
5657,Are they all right?,,Are they all right?,src,PG,,are they all right,are they all right,['are they all right'],['are they all right'],"[['are', 'they', 'all', 'right']]","[['are', 'they', 'all', 'right']]","['be', 'they', 'all', 'right']","['be', 'they', 'all', 'right']",1.0,0.9999999403953552
5658,"Hey, jake.",,"Hey, Jake.",src,PG,,hey jake,hey jake,['hey jake'],['hey jake'],"[['hey', 'jake']]","[['hey', 'jake']]","['hey', 'jake']","['hey', 'jake']",1.0,1.0000001192092896
5659,1 0 years.,,10 years.,src,PG,,1 0 years,10 years,['1 0 years'],['10 years'],"[['1', '0', 'years']]","[['10', 'years']]","['1', '0', 'year']","['10', 'year']",0.6005109233657564,0.7344904541969299
5660,"Well, that's not an answer.",,That's no answer.,src,PG,,well that is not an answer,that is no answer,['well that is not an answer'],['that is no answer'],"[['well', 'that', 'is', 'not', 'an', 'answer']]","[['that', 'is', 'no', 'answer']]","['well', 'that', 'be', 'not', 'a', 'answer']","['that', 'be', 'no', 'answer']",0.668624585091601,0.9405270218849182
